"ad016acd-808d-4d7e-8082-fc59a9bf60d2"	"state"	1591101449902	"pageLogin"	"computer"	"Windows"	"10"	"Chrome"	"83.0.4103.61"
"c9f17070-1b99-4d23-9a21-587f80d87f96"	"state"	1591101455868	"pageAccounts"	"computer"	"Windows"	"10"	"Chrome"	"83.0.4103.61"
"70976050-abe8-417a-b13d-a521b403036f"	"state"	1591101457022	"pageStatement"	"computer"	"Windows"	"10"	"Chrome"	"83.0.4103.61"
"1b4f95bd-6bfb-4a1c-827c-b01ce2a47c62"	"state"	1591101458409	"pageStandingOrders"	"computer"	"Windows"	"10"	"Chrome"	"83.0.4103.61"
"15e2784c-ab86-483a-977a-f17e26a23be4"	"state"	1591101459921	"pageAccounts"	"computer"	"Windows"	"10"	"Chrome"	"83.0.4103.61"
"e93790c5-40b1-4179-9b69-c8f34e8aedda"	"state"	1591108798564	"pageLogin"	"computer"	"Windows"	"10"	"Chrome"	"83.0.4103.61"
"d0a2fc97-cf82-48cf-9600-e591ae822146"	"state"	1591108804844	"pageAccounts"	"computer"	"Windows"	"10"	"Chrome"	"83.0.4103.61"
"1bc937f5-52f7-421a-a55f-5c1113da8d63"	"state"	1591108805981	"pageStatement"	"computer"	"Windows"	"10"	"Chrome"	"83.0.4103.61"
"f8c60390-d58f-4726-abce-30358dc93079"	"state"	1591108807338	"pagePayment"	"computer"	"Windows"	"10"	"Chrome"	"83.0.4103.61"
"32b6858c-dcc2-42d2-acd3-c2b227a00982"	"state"	1591108813912	"pagePaymentConfirm"	"computer"	"Windows"	"10"	"Chrome"	"83.0.4103.61"
"edb0c2b3-9506-4a2b-8e2f-91d948a6e35f"	"state"	1591108815186	"pagePaymentConfirmed"	"computer"	"Windows"	"10"	"Chrome"	"83.0.4103.61"
"b971062f-3b03-44a2-b072-f76c26dd9403"	"state"	1591108972612	"pageLogin"	"computer"	"Windows"	"10"	"Chrome"	"83.0.4103.61"
"37fe1e57-8081-461a-bbf5-860d59c32d9b"	"state"	1591108978621	"pageAccounts"	"computer"	"Windows"	"10"	"Chrome"	"83.0.4103.61"
